"Path","Hash"
"C:\Users\USER\slh-bot-clean\docs\financial\SLH_STAKING_MODEL.md","9E36A206C171BF52E74F076BD596E32B897CDDEADB606187D71D03E5CF7E614D"
"C:\Users\USER\slh-bot-clean\docs\journal\20260711_branding_restore.md","34D10ACAFD97DA697D656888E734D9C8886A6726C7C6C32A69A208BA7F2DDCAF"
"C:\Users\USER\slh-bot-clean\docs\journal\20260711_dashboard_v2_stable.md","13814ABE3433DFAC0FB3A7A76571FA0623475325343EA0CE93E53BADB518586B"
"C:\Users\USER\slh-bot-clean\docs\launch\SLH_BETA_READINESS.md","95DC6A0AB5E9E8ED772E50E0FED91ACC4EB1C1457A9CF82B072F2C067356FD6D"
"C:\Users\USER\slh-bot-clean\docs\releases\SLH-v2.0-dashboard-branding.md","A358052EDF1795C8052D60306A3C6B28BDE940DF96C709F2325F90D689CC54BF"
"C:\Users\USER\slh-bot-clean\docs\SELF_MODEL.md","7DBFA90FDD60BD6AB09C8C900122900391B75637C2BAC8078B4D9AE55CAD1E46"
"C:\Users\USER\slh-bot-clean\docs\SLH\SLH_TELEGRAM_TOKEN_OWNERSHIP_MAP.json","AAEF410FCEF478E6C64C141EC9DE9EE95310E6694EE4069D363A7FB4EEAFE301"
"C:\Users\USER\slh-bot-clean\docs\SLH_OPERATIONS_MANUAL.md","F94B3DB388E947113AD5C31E11EEC279D7561407CAD4D03759021886AB5046E5"
"C:\Users\USER\slh-bot-clean\docs\SLH_PRE_CONFLICT_CHECKPOINT.json","8BC5C0D833D66E48C456238C7DE4E5D5565D0A047480A70A2A9469DE0C70EC60"
"C:\Users\USER\slh-bot-clean\docs\SLH_RAILWAY_INVENTORY.md","E7A8A4780AA33442135E0AB1E771C8D23715A5B7323F07BDD1A73F001A696994"
"C:\Users\USER\slh-bot-clean\docs\SLH_RAILWAY_MAP.md","27EB649C0284EAD63E40E8ABE56B1F58DBA770B68D384D0C35829AFCA227EDEB"
"C:\Users\USER\slh-bot-clean\docs\SLH_RAILWAY_SNAPSHOT_20260708.md","878B38B6580B24DA19C93F3A2E9595DDDAA25B280EBEC03D8EE2887B3116B53A"
"C:\Users\USER\slh-bot-clean\docs\SLH_REMOTE_PROJECT_INVENTORY.json","27464F6701959EC9CE4E9C3E35078D3245B8F598FEE2233BFF512D297F0EB347"
"C:\Users\USER\slh-bot-clean\docs\SLH_REMOTE_RECOVERY_AUDIT_20260809_153009.md","ED2715BAF585B2BC3CF844687E6C11F6FA4257C138DD3E4ACE6FCC833265EDE7"
"C:\Users\USER\slh-bot-clean\docs\SLH_SERVICE_OWNERSHIP_MAP_20260708.md","26282427BC3B458D49290C9F546D535EA4A2F43666B42EF3DC20A38574540EAE"
"C:\Users\USER\slh-bot-clean\docs\SLH_SOURCE_OF_TRUTH.md","E6DDBF544CEB53B39F1C93FB7E16DB27F50CE442FC0AB1670E870DFFAA7E3A7B"
"C:\Users\USER\slh-bot-clean\docs\system_memory\BROADCAST_APPROVAL_CHECKPOINT_20260713.md","E60F0F55D01492273BDB0825AC58B5A1BD80744A0884136F643577764C577B37"
"C:\Users\USER\slh-bot-clean\docs\system_memory\broadcast_assets\01_public_broadcast_message.md","E4A7C140E7D0DFAACA041A47A5826130D9A1A98E7E2181E136ECAA5320600610"
"C:\Users\USER\slh-bot-clean\docs\system_memory\broadcast_assets\02_interested_developer_document.md","8CF2204597FAD89723BE8612CF503423E5BA08285970372CB64F72DAE47350F3"
"C:\Users\USER\slh-bot-clean\docs\system_memory\broadcast_assets\03_candidate_application_form.md","C82304D3BAB7F4F11FA5B94D6D1BED061D3CAC2CF4228D9D470627291D34B9DF"
"C:\Users\USER\slh-bot-clean\docs\system_memory\BROADCAST_MESSAGE_PLAN_20260713.md","B172155B9A441C36E29894B8F6F0F6C3DEB434FA2ED4435E44A2C8AF5C168B7C"
"C:\Users\USER\slh-bot-clean\docs\system_memory\BROADCAST_READY_STATE_20260713.md","19895D20C6AE01ABD333DE4031706B081D038887504E610AD083910DF8F2C9A9"
"C:\Users\USER\slh-bot-clean\docs\system_memory\broadcast_release\01_SLH_PUBLIC_ANNOUNCEMENT.md","1F084255D2018AC9A5B24BC66BE26BFA0A8BAABA43A39CE7DDA26BE9D1BFEE91"
"C:\Users\USER\slh-bot-clean\docs\system_memory\broadcast_release\02_SLH_DEVELOPER_INVITATION.md","AE9CEB1ADC5E83968161A1D93110297C29D244199C020D99F4C7F129696BFE95"
"C:\Users\USER\slh-bot-clean\docs\system_memory\broadcast_release\03_SLH_PARTNER_ONE_PAGER.md","4C9C99EFC257447B0E35BA0D357A7955753CF5BCA11824EC9777382F4EA926DC"
"C:\Users\USER\slh-bot-clean\docs\system_memory\current_incident.txt","05FEB7A55B35CC9FBCF66087FB0CC0195447B1BB96A528BCC024BE1302BD1472"
"C:\Users\USER\slh-bot-clean\docs\system_memory\gateway_architecture_decision_20260713.md","17122D7C28379532C31ADBBB566D3EEFDACFFCF0AFBBE2EEF9EBA3F6698E8187"
"C:\Users\USER\slh-bot-clean\docs\system_memory\incidents\slh_409_diag_output.txt","087BCAEA53A22C67CD2A03E2E98280CB7C3FABDBFDB535BD06DF08197035731C"
"C:\Users\USER\slh-bot-clean\docs\system_memory\incidents\slh_409_full_diag.sh","E468A33E6BC84536BC97F45E820766FA36971286DC85139FB5FF9EA5890BDE40"
"C:\Users\USER\slh-bot-clean\docs\system_memory\slh_academy_microservices_course.md","7E6140EEF40D00DF3D36B638FB47598CC3EFA0E2F96B227EB53C08857994A861"
"C:\Users\USER\slh-bot-clean\docs\system_memory\slh_gateway_evolution_phase1_20260713.md","C5CD346106978237C36EC07F0C0F5A2B92EEE3110C15BC191ECFACA0B21337B1"
"C:\Users\USER\slh-bot-clean\docs\system_memory\SLH_LOAD_TEST_PROTOCOL.md","23241AAAFD0995124FFDF3AB4916EEC06D2C8FA5043ACBF38AA598B7BAD3D202"
"C:\Users\USER\slh-bot-clean\docs\system_memory\SLH_RUNTIME_BOUNDARY_MAP_20260713.md","BABD0ECA76E02821F5353D59955A122B878C8279B41A9C3113BD486253288864"
"C:\Users\USER\slh-bot-clean\docs\system_memory\SLH_RUNTIME_WORK_PROTOCOL.md","469F574886D550ACAE70F68C20D8E45088E53F0E03408D6A252AF8B7D9ACFA22"
"C:\Users\USER\slh-bot-clean\docs\system_memory\SLH_STABLE_GATEWAY_MILESTONE_20260713.md","4C9535A120908A0FAD6F13DBC83FA6B95CCD9DCE6C945CD6D25565F353EAE17F"
"C:\Users\USER\slh-bot-clean\docs\system_memory\telegram_polling_history.txt","4D7645D328D3B4C80E4FC281C648823BB1AB42B3FA9DD5DBB9DC76853E284F01"
"C:\Users\USER\slh-bot-clean\doctor_handler.py","7030A3CD2C736543BB6FE1209393A676885A609972D504D092287ACA3A9583BE"
"C:\Users\USER\slh-bot-clean\e_mode?","1A6802C0E25E962755254BAF7F227FE258FDB71898F1272A64C006D6DF185510"
"C:\Users\USER\slh-bot-clean\econ_handler.py","0DB6E5FE38B3B6CA37AC1158B35E4014AFF28015394FD56791FD62B4E38B48DF"
"C:\Users\USER\slh-bot-clean\econ_handler.py.backup_before_buy_cleanup","93B0A552BD80ED56764249F14A3311BFC0366362CE32DBC6F0136009A345880B"
"C:\Users\USER\slh-bot-clean\econ_handler.py.before_wallet_migration","AFE38ED2BEA3476646B1359B112D60497D352082DE8C27BAFB0C48F008332EEF"
"C:\Users\USER\slh-bot-clean\economy_audit_balance.txt","DA6C7C6BA57DC329B2DA7D2ADAAC1664EFBB6229CC92B6F96F9FEDDE77DA50EE"
"C:\Users\USER\slh-bot-clean\economy_audit_dashboard.txt","4900A7FB1F859871773717244B0A8CE7D9CF501273F5255425DCF7537F494BD4"
"C:\Users\USER\slh-bot-clean\economy_audit_payment.txt","8EB439889CC3FE4099DB0819CF87D7D38E9100FCF6BF3E1C34247D2A993BD69C"
"C:\Users\USER\slh-bot-clean\economy_audit_profile.txt","6594A7829A1CB94A2944659F78DFA60B72A571B37DF6590EFCB47D4466E5B61B"
"C:\Users\USER\slh-bot-clean\ECONOMY_PATCH_PLAN.txt","140F92E2FD655D90244C01C5E2CC718B4A8DC550FB894C8412261BB09AB418FB"
"C:\Users\USER\slh-bot-clean\ECONOMY_WIRING_AUDIT.txt","A1B630416C751740DD9788FC709A85A502D52E5FD18472447867EDD5FB077DF0"
"C:\Users\USER\slh-bot-clean\ENTRYPOINT_AUDIT.txt","E1BFBD9BD281DB649705D1BAFF4D716FC573466F96F34D34925099DB64B2798E"
"C:\Users\USER\slh-bot-clean\esp_test.py","7AC96E604F5A63C2C893BA1C16EC799BA8B1C115DA971746E8D9748B9BA6048D"
"C:\Users\USER\slh-bot-clean\events.db","E54BBA3C8181C3BBC1C3322673D0CEDA0ABB159660644BC88D0BF1473E807E92"
"C:\Users\USER\slh-bot-clean\expose_slh_state.sh","8ABC6D38890B1D5A17E0C2700B59320D95347AC1D271AD1D28702C5F33E4A6A2"
"C:\Users\USER\slh-bot-clean\file.py","5A89D628DB34315050E0C77D6D3DD343493B05F2FBBF4A1C40F2E6C9360F9A0B"
"C:\Users\USER\slh-bot-clean\final_fix.sh.disabled","679F77B7CDE545A09D620839A0F1CF2C7E0674DFB24BE5E6137A260695351C0A"
"C:\Users\USER\slh-bot-clean\final_verification.sh","BE10990A86FF43E6902B699F84535EA84ACA001F88A28474C655C9B3B9D19AE8"
"C:\Users\USER\slh-bot-clean\full_diag.sh","52B88C4EF129744947F06EFB423F5C49383AD93D4EB6BAE1DB59DE83E561E74A"
"C:\Users\USER\slh-bot-clean\full_diagnostic.sh","F37BAD847C7279DA8E9B5CEB6340FE3F3E0B5F2CC7B96F4E5122B7C72DDA90FE"
"C:\Users\USER\slh-bot-clean\full_logs.txt","0093E641F5BA8B1B9D7269B8936F60887D0856FC8F5B677779E0A4A94360B020"
"C:\Users\USER\slh-bot-clean\full_sync_check.sh","73F0F69F3E32EA56BBDED168B45898ED5247E0B0D95AE8EFA806871F54E56D03"
"C:\Users\USER\slh-bot-clean\FULL_SYSTEM_AUDIT.json","CEEF47A194307185F39A9F7110B82EBCCECD28D1265CAF2D5DDD2E7329AE6140"
"C:\Users\USER\slh-bot-clean\GIT_ADMIN_SEARCH.txt","AA3DCAEEB291C3DE3ED778DCDEE063D391C6ACBE002574C16E775DDBF056D5C4"
"C:\Users\USER\slh-bot-clean\GIT_ASK_SEARCH.txt","0EF5EC1BC226029300080B61385F51F659D5A96D545424604E6BA76112C515CA"
"C:\Users\USER\slh-bot-clean\GIT_AUG_TREE.txt","002383933AAABCC4B489790941AA0459CCA214951848C9DB3261347566A1185D"
"C:\Users\USER\slh-bot-clean\GIT_BOT_TOKEN_HISTORY.txt","2872C8088C5379EA6C1D41BAE6B6E6263A8944A69B578362E30AE0768FC848A9"
"C:\Users\USER\slh-bot-clean\GIT_COMMISSION_SEARCH.txt","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"C:\Users\USER\slh-bot-clean\GIT_CONTROL_SEARCH.txt","3F8D1BEBE0AF560902FFE8D69BCAB028231DBCF4CEE3DE4513B80BE903841BA1"
"C:\Users\USER\slh-bot-clean\GIT_DIFF_FIRST_TO_NOW.txt","111C01C7E89CF5137296E0E815C45EA22573CF1960F328489739BFACAA41B023"
"C:\Users\USER\slh-bot-clean\GIT_DIFF_STABLE_TO_HEAD.txt","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"C:\Users\USER\slh-bot-clean\GIT_DISABLED_AND_BACKUPS.txt","904CFBDE7D266C30DBEFAADEACC256CFDC98079C33CB8C5CA7C76EFF94AC5B38"
"C:\Users\USER\slh-bot-clean\GIT_ECON_BALANCE.txt","AFB64462B9924807FBE1555D61CAA9A7CF35D8A82413FD73B9B125CB9552AFA7"
"C:\Users\USER\slh-bot-clean\GIT_ECON_BUY.txt","58C30DB9CE5E3087E5A2A28BADBFCB1BE393CBDBE70412D8BF8CF4A8439C3155"
"C:\Users\USER\slh-bot-clean\GIT_ECON_PAY.txt","C0E5E9DC6A00840EBC4233BE8D816FF6B72ADD6C0753C317D36340DD602A77B9"
"C:\Users\USER\slh-bot-clean\GIT_ECON_REVENUE.txt","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"C:\Users\USER\slh-bot-clean\GIT_EVENTBUS_HISTORY.txt","3E012F95225D850901188D0D4E788563D2B8A5B21C2764AE6564C1AEB4942D71"
"C:\Users\USER\slh-bot-clean\GIT_FIRST_TREE.txt","6F6F99DE29AE25B5567A31F30B606832956697D47EB237EE5604FABC758DA4EC"
"C:\Users\USER\slh-bot-clean\GIT_FULL_TREE.txt","BAA36539ACF06FDF8BE93A05AE7557D1D675A28ED9BDB275677E9C3A5D06AB2A"
"C:\Users\USER\slh-bot-clean\GIT_HISTORY_GRAPH.txt","FAEA885ED1CA0ECABC2BA2A0E8BFE31A215D001F3A40855D8CD194CDC60123EE"
"C:\Users\USER\slh-bot-clean\GIT_JULY_TREE.txt","C278C50C983A62174A49084AB968CF0849CE04A5078CD1681E6007C218AC84EA"
"C:\Users\USER\slh-bot-clean\GIT_LLM_SEARCH.txt","82D04AED3618822681BFBF49E426C27A477879B12ED7FDE0FDE4030FAC243030"
"C:\Users\USER\slh-bot-clean\GIT_PROJECT_SEARCH.txt","1AB1C02CF51B2689492DFB0DF71150AC90E6462914C2745E85FF15B59A2993FB"
"C:\Users\USER\slh-bot-clean\GIT_RAILWAY_HISTORY.txt","87887B2F53D40D7D2AAE6A6E1B26534A4725CC7F5DB2281EA112B3AB02C40458"
"C:\Users\USER\slh-bot-clean\GIT_REFERRAL_SEARCH.txt","B1F8C788A741B4F63D61C972B7B94189B3C2A81F651BD44FD9587774CB4DAE91"
"C:\Users\USER\slh-bot-clean\GIT_REMOVED_4d90da6.txt","107D373187A5E5988FA526F37A48760D2B5900E56BCE745188C1C75E546A9F97"
"C:\Users\USER\slh-bot-clean\GIT_SLH_BOT_TREE.txt","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"C:\Users\USER\slh-bot-clean\GIT_STATE_ENGINE_HISTORY.txt","AFB9C67B80EF630DA72FF3A444BF4B4D628877AE5E50F12CBB84D61473D2E68C"
"C:\Users\USER\slh-bot-clean\GIT_STATE_SEARCH.txt","FDB7C7B4F1F1891E0E48458AAE0728617AA93A269C3AB05EBA93D68AE6C08BC5"
"C:\Users\USER\slh-bot-clean\GIT_SUBMODULE_STATUS.txt","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"C:\Users\USER\slh-bot-clean\guide_handler.py","6F1C6B6B15F8E502D6E86ECD81E909EB8865BFB0DDF3E4B24D1ECE48DB563179"
"C:\Users\USER\slh-bot-clean\handler_audit_report.txt","02E26409C92F72BC7D80FE33E74240303DC09BD19FC195668C03D2281056AAB3"
"C:\Users\USER\slh-bot-clean\HANDLER_LOADER_AUDIT.txt","C5AE229F81EE683E50149892210C35A92989A9CB61B0CBFAFF2E792D2124C59B"
"C:\Users\USER\slh-bot-clean\handlers\academy_handler.py","D98707A5177A00363FF40F17E62FEE61BAA46EB5C7D1684B6846E7404A0B84CC"
"C:\Users\USER\slh-bot-clean\handlers\academy_menu_handler.py","EC859EB3311A76ACC941A0E56196B880AB1EE10CFB0587109A5C531007AF6253"
"C:\Users\USER\slh-bot-clean\handlers\admin_extras.py","3F68BF5E7C8EB1D979B86FE908F82F5189EA9624E9FFCFC373EB6C80B32EB523"
"C:\Users\USER\slh-bot-clean\handlers\advanced_ask_handler.py","923D29E3C135A2D56C2F19C79E3C0A0ACA0E960A9BF357C5DE7F77E301B6E3C5"
"C:\Users\USER\slh-bot-clean\handlers\agents_handler.py","B6B701A356CBEC652D7F6073861F5E90DC49D0963D38588C0130B6FF0E4D81CE"
"C:\Users\USER\slh-bot-clean\handlers\ai_voting_handler.py","D8D6F158F65BE0D67BABAD69CCD145AA09989C7D863A8F402441FD86AD129DC0"
"C:\Users\USER\slh-bot-clean\handlers\ai_voting_handler.py.backup_20260811_183953","20D3F1D3F6770113237A49476762B7A162ED169791467D8B81D709260D3BD042"
"C:\Users\USER\slh-bot-clean\handlers\askdebug_handler.py","93B78C3BA5E795BECE86F8589C38A038F63A87AFBA9F3833020984910BC7FDD2"
"C:\Users\USER\slh-bot-clean\handlers\audit_handler.py","40C93DA04A3D3649C391DBB7A5A7F3D78B12AAFB2ECDF19352940141004FB02B"
"C:\Users\USER\slh-bot-clean\handlers\audit_handler.py.bak","09C3D5A8AEED1BD49E82CE05BB031BEB0E9C48B40306102FAC0114E234984445"
"C:\Users\USER\slh-bot-clean\handlers\autoexec_handler.py","6AB3A3E90B366CA1AFF8715A24285D4CB6C6A83319F0FC41534887464D3EA67D"
"C:\Users\USER\slh-bot-clean\handlers\bot_identity_handler.py","B98A667023FDA86434D472AEDAD23AA2ACC05220EF25890396D847BEDB796FCB"
"C:\Users\USER\slh-bot-clean\handlers\broadcast_handler.py","26B890680D80E395034EC7581EF1403067F7742329635715E3A20F7FD5FBC72A"
"C:\Users\USER\slh-bot-clean\handlers\cleanup_handler.py","BD65E1661D8B3CFDBC21CE43C5A58AB874D85A836064AEDBF1507CD013B3091E"
"C:\Users\USER\slh-bot-clean\handlers\dashboard_handler.py","955FF13235D92DF6A2DE1EC0EF33FAB3F9F23B6D985AF8CBC45676965C5833C4"
"C:\Users\USER\slh-bot-clean\handlers\dashboard_handler.py.bak","64E9CF00F3E189DFDC203F5203DD5859E753EAFE9426722848679D7A482D1A40"
"C:\Users\USER\slh-bot-clean\handlers\dashboard_handler.py.before_wallet_migration","85B23D3FEEEBBAA7F355F2947FE4A2F0FDA656E4397AC64B50FE894B6DB12F3F"
"C:\Users\USER\slh-bot-clean\handlers\deploy_handler.py","A63AA3841B66E31EB43B1377A3E5DA3B10EFED8644602B4DABF640DD56AA52BB"
"C:\Users\USER\slh-bot-clean\handlers\deploy_handler.py.backup","EC6A0D8F3DB44012F6DB1F94C22892880FE251464F5AFFC1BF84E1CFABF345A2"
"C:\Users\USER\slh-bot-clean\handlers\dev_admin.py","ECABC9099851E6EB07A28977FB0E7472F6077CCF5AC656B3A76691F1E155C6A6"
"C:\Users\USER\slh-bot-clean\handlers\dev_handler.py","83EF766B600281D7D86A79415298ED41F3A83915304C0B0DC9BB81883607CF03"
"C:\Users\USER\slh-bot-clean\handlers\device_bridge.py","C36CD0DE2B367D3749C570240C712B11D8F300DDA0A7C2F11AB809BE9ED33367"
"C:\Users\USER\slh-bot-clean\handlers\device_handler.py","10D58E74729A007F34254D73A8ADFCD68409A9AD5C7745290B7C984877E022A9"
"C:\Users\USER\slh-bot-clean\handlers\endday_handler.py","CD0242A2B51398C1D30B62DA72E3F1FB9FD3B640C05FA907A8769EB773637E03"
"C:\Users\USER\slh-bot-clean\handlers\esp_handler.py","8E25AE49A73F5C65DF60D90A60029977520EFF8B3EAEC306D90ED978E5D3BC1F"
"C:\Users\USER\slh-bot-clean\handlers\esp_handler.py.backup","53888525820FDD64B89CABD173944B90C7DCE93EFDB310BB0264A52B13D30B75"
"C:\Users\USER\slh-bot-clean\handlers\exec_handler.py","C0263487CEF65FA82B35DFBC5881DFEC5C90D82D137370FD94308EBF16DDDF8C"
"C:\Users\USER\slh-bot-clean\handlers\exec_request_handler.py","D77A491888987DDE9E4FD2D7CED9AADF2B495F94BA0DB5DBDA0C9BCF7436C1DE"
"C:\Users\USER\slh-bot-clean\handlers\feedback_handler.py","28875BCEB5EA5D0FF9E89D6B15079232F30D8354DE436AF749CC59965BA7F39E"
"C:\Users\USER\slh-bot-clean\handlers\gateway_handler.py","E8A6CA872C4541CFCE9DE72E301C2BCAD3E7656784B55A19FA592D76BDC76903"
"C:\Users\USER\slh-bot-clean\handlers\git_handler.py","D3BD2FFA63E5A9551303A100626A50EFB7BD1F0A90825ACE552A2B40CEFE7C1E"
"C:\Users\USER\slh-bot-clean\handlers\governance_handler.py","2676B745EED8C3E20BD15B44FB46A6AC7BDBF4D18F90C0B16F32816F5AA8DCC8"
"C:\Users\USER\slh-bot-clean\handlers\help_handler.py","096185445ED9A0B88E944FD58AB69ABC20D35BAE2D12468C53329E49F28E3CD3"
"C:\Users\USER\slh-bot-clean\handlers\join_handler.py","7E1F6C550B4A9B540DF0E0A257A0620A155368A8318B5CD0D547A5EED3320A7B"
"C:\Users\USER\slh-bot-clean\handlers\join_handler.py.backup_rbac_fix","DE06FBE83EE11514D83994270C2328D440496414D823C9D51F2F96BE78F27A2C"
"C:\Users\USER\slh-bot-clean\handlers\journal_handler.py","D5D8422CDB5AE3B47C50DC88A49A3F30640F0DDE7406FD273147B8FB5AC9A58F"
"C:\Users\USER\slh-bot-clean\handlers\kb_handler.py","D30BA209103502630D8E66D07C75CB10E2D40CD3419E9A8D6BF968A30ED552B9"
"C:\Users\USER\slh-bot-clean\handlers\leaderboard_handler.py","2C48AA5AC8EACFC96794D57C891475A72330C40D9B97A0B03C4BD386C0BE136A"
"C:\Users\USER\slh-bot-clean\handlers\lesson_handler.py","5F3943B7D42866550C380342B849808389A9A115A0B430C45DD94C05C52422E0"
"C:\Users\USER\slh-bot-clean\handlers\llm_handler.py","CEEF923C0E2EB00565DE9442F24039C9DFECF38EDBD2653472E89FF9E347CBFF"
"C:\Users\USER\slh-bot-clean\handlers\llm_handler.py.backup","DEE89499B10F607853D7C7FD42DC016CA5430E676D23B2D8474F2D98005A42F1"
"C:\Users\USER\slh-bot-clean\handlers\llm_handler.py.backup_20260813_021507","DDFE1248DC036AA66DF56427A1A43D35661C2F66539B9A60AEB837B1C49BFF39"
"C:\Users\USER\slh-bot-clean\handlers\llm_handler.py.backup_20260813_021603","DDFE1248DC036AA66DF56427A1A43D35661C2F66539B9A60AEB837B1C49BFF39"
"C:\Users\USER\slh-bot-clean\handlers\llm_handler.py.backup_20260813_022653","FB193141B7FE5F6DE1E2B242B9D098AD3AC8C0EF7D28EE1A79D3929E836B0627"
"C:\Users\USER\slh-bot-clean\handlers\llm_handler.py.backup_agents_fix","514D61E569AEE0ABE10427D57208678E974ED736B42D4E3B733034FE3FE9BC30"
"C:\Users\USER\slh-bot-clean\handlers\llm_handler.py.backup_final_agents_lock","A7EF2D25D00E4EAFA89784D8ABA8FD132193B03FC9C94B486898A378DA06EBDD"
"C:\Users\USER\slh-bot-clean\handlers\llm_handler.py.backup2","DEE89499B10F607853D7C7FD42DC016CA5430E676D23B2D8474F2D98005A42F1"
"C:\Users\USER\slh-bot-clean\handlers\llm_handler.py.before_agent_guard_fix","C4E1A97471C1E58D495A24A32256E06F3CE5E6ACF66E48A5A0EAB0F383DED83B"
"C:\Users\USER\slh-bot-clean\handlers\llm_handler.py.before_agent_guard_insert","C4E1A97471C1E58D495A24A32256E06F3CE5E6ACF66E48A5A0EAB0F383DED83B"
"C:\Users\USER\slh-bot-clean\handlers\llm_handler.py.before_prompt_safety_fix","2E4AB287F8A195C2FCD74E8939D21DB11134D716DE165C560C90921B509DF531"
"C:\Users\USER\slh-bot-clean\handlers\llm_handler.py.before_ux_fix","986231DE8A348D0BA4CA6A2DB73D648959EE02E399925C13431D1A223741A859"
"C:\Users\USER\slh-bot-clean\handlers\loader.py","FC557AE8A9646F48B2812F3FE5972BA9BF42ED324C9E5028D6C8ACE57A74CBD0"
"C:\Users\USER\slh-bot-clean\handlers\loader.py.bak","1FEC935F1A93E17FB317E29854DA2FB3CCF2C4581F529CB24392D3579E978037"
"C:\Users\USER\slh-bot-clean\handlers\loader.py.before_loader_cleanup","003F5323E2765A12801B8C965F4A25548017A7A43F6ED08820E7903DA6F7F3DB"
"C:\Users\USER\slh-bot-clean\handlers\loader.py.pre_signature_fix","ECA685B3BEFDA5162A54F7D495BBB3EFCC39B4BE6236A37AB09D4206B8F0B9EC"
"C:\Users\USER\slh-bot-clean\handlers\logo_handler.py","2ECAE4B1329344509DDDB290682A6BB5F16BAFDA50A14C0399C322C8700AC6CB"
"C:\Users\USER\slh-bot-clean\handlers\map_handler.py","F1F928048C476557F25383494D40E4D2BAE4B7BC6CEF7778DAACB48727B51F6D"
"C:\Users\USER\slh-bot-clean\handlers\market_handler.py","C5DB401353C8E4363EA770B017B93F4E1E3B0D4545A3F1F22A54C8D05DD72A35"
"C:\Users\USER\slh-bot-clean\handlers\market_handler.py.bak","F8B72E74F61CBFBE3BF53622411F7E9440BEDEE2E2650C4DF84CF90A2F6E4694"
"C:\Users\USER\slh-bot-clean\handlers\me_handler.py","1844F80691D5E8BA99B0C1F71028F2AB9F5B49A3327E2B95FD7C1B34FFD74227"
"C:\Users\USER\slh-bot-clean\handlers\mission_handler.py","C6609229B43EA1AED7394062136B9E289299831FD8B5C637F6BA5A5AF0235AFE"
"C:\Users\USER\slh-bot-clean\handlers\monitor_handler.py","F1756369A866DBA29AA8FF7DBD9AC3C03E0CC7FED14C1598751D9A16A06D9BDA"
"C:\Users\USER\slh-bot-clean\handlers\morning_handler.py","582B503410B099679C5FC4857AAFF0EA630F8D0AF40544CB6B778B5EDCE2E555"
"C:\Users\USER\slh-bot-clean\handlers\natural_chat.py","614B7D042FAB2D50A4E209577AC7CB63416A7FC10106C4ECC52EB7865C2D1838"
"C:\Users\USER\slh-bot-clean\handlers\onboarding_v2.py","F129466A4CF8DA6B779847D41609E22C39F928D161901A89AF5E3EB1FC4FBB35"
"C:\Users\USER\slh-bot-clean\handlers\os_handler.py","B1486FB35868450A318A9F48141CFD083858A3E0DEBBF6644AFDB7FBCCF4348C"
"C:\Users\USER\slh-bot-clean\handlers\ownership_transfer_handler.py","7E01702D1FC63803485D203433268F364D597F2DEE689AB8AF527A7221D8C3F3"
"C:\Users\USER\slh-bot-clean\handlers\payment_handler.py","259D73BBE037D9A8D752BE6B427698E4478992FBC984CBBD92B62F8492CE8FEF"
"C:\Users\USER\slh-bot-clean\handlers\payment_handler.py.before_wallet_fix2","2B4E20A4A2E2F9854319A3D62CCBB23DF4539DE81AE0B370ED1F0926E0DBAEB5"
"C:\Users\USER\slh-bot-clean\handlers\payment_handler.py.before_wallet_migration","4520CD47CD0AE6CBAB9AC98C356BBF15DCD4279A02A0C74F5C2C960FACCB0E84"
"C:\Users\USER\slh-bot-clean\handlers\payment_handler.py.before_wallet_patch","2B4E20A4A2E2F9854319A3D62CCBB23DF4539DE81AE0B370ED1F0926E0DBAEB5"
"C:\Users\USER\slh-bot-clean\handlers\recovery_handler.py","C081FA9A59DB3B795B2A6134503BC0E86A257FF213CDF46B65E4E561E4E52211"
"C:\Users\USER\slh-bot-clean\handlers\recovery_verify_handler.py","7F122563FAFC0AD1A8492E7A1312F81450DC1F3BC0F06260079C87FD27285D7F"
"C:\Users\USER\slh-bot-clean\handlers\repeat_handler.py","F6870719CDBAE80F594E9842237A03BDC3C3CAB2979D2B2FF6AD9C1BDB4798E8"
"C:\Users\USER\slh-bot-clean\handlers\repeat_handler.py.before_fix","57DF9206BB4917BB689797EEC4442E6AB19ACDAB3AD30D65105E5864859AAED6"
"C:\Users\USER\slh-bot-clean\handlers\repeat_handler.py.before_send_fix","3A777F500A26339DE8A793960A8D510349166CAB7239A8C3F493EFED37E09C74"
"C:\Users\USER\slh-bot-clean\handlers\staking_handler.py","566A41E5432BBF036D1FAB74C6F0D0DE6CAF3239ACEEE2A3762D995A70EA3E50"
"C:\Users\USER\slh-bot-clean\handlers\store_handler.py","A25A915DBE7CAB5F8AEE7A3314692B83EF4CE0DA48174D771690A527D5C08301"
"C:\Users\USER\slh-bot-clean\handlers\system_handler.py","B8B700D234B6E7BC17C2D211C5F6A1F8BEC85F21D63A65A5C88F209BFE87554C"
